Time (s),CH1 Current (A),CH1 Voltage (V)
0:00:25.844792,0.54,7.5
0:00:26.046106,0.44,7.5
0:00:26.260698,0.43,7.5
0:00:26.463059,0.43,7.5
0:00:26.667862,0.44,7.5
0:00:26.872229,0.44,7.5
0:00:27.074157,0.44,7.5
0:00:27.276598,0.44,7.5
0:00:27.478069,0.5,7.5
0:00:27.683014,0.35,7.5
0:00:27.884812,0.35,7.5
0:00:28.086465,0.43,7.5
0:00:28.287878,0.42,7.5
0:00:28.489902,0.44,7.5
0:00:28.691894,0.44,7.5
0:00:28.893749,0.43,7.5
0:00:29.094349,0.43,7.5
0:00:29.297763,0.43,7.5
0:00:29.501967,0.42,7.5
0:00:29.702490,0.43,7.5
0:00:29.903798,0.42,7.5
0:00:30.104235,0.42,7.5
0:00:30.307592,0.43,7.5
0:00:30.522013,0.43,7.5
0:00:30.737873,0.43,7.5
0:00:30.938867,0.43,7.5
0:00:31.142150,0.43,7.5
0:00:31.343971,0.49,7.5
0:00:31.545288,0.49,7.5
0:00:31.747075,0.44,7.5
0:00:31.947226,0.44,7.5
0:00:32.150362,0.44,7.5
0:00:32.350466,0.43,7.5
0:00:32.551180,0.45,7.5
0:00:32.753615,0.44,7.5
0:00:32.956323,0.44,7.5
0:00:33.159199,0.45,7.5
0:00:33.375076,0.5,7.5
0:00:33.578557,0.5,7.5
0:00:33.780078,0.45,7.5
0:00:33.982111,0.39,7.5
0:00:34.197212,0.43,7.5
0:00:34.398666,0.43,7.5
0:00:34.600094,0.43,7.5
0:00:34.803039,0.43,7.5
0:00:35.005159,0.43,7.5
0:00:35.207668,0.42,7.5
0:00:35.409251,0.42,7.5
0:00:35.611322,0.42,7.5
0:00:35.812901,0.42,7.5
0:00:36.013302,0.43,7.5
0:00:36.215637,0.41,7.5
0:00:36.417625,0.41,7.5
0:00:36.620944,0.44,7.5
0:00:36.821980,0.41,7.5
0:00:37.023517,0.44,7.5
0:00:37.225539,0.44,7.5
0:00:37.427261,0.49,7.5
0:00:37.629126,0.44,7.5
0:00:37.831310,0.44,7.5
0:00:38.034027,0.41,7.5
0:00:38.236371,0.44,7.5
0:00:38.439786,0.43,7.5
0:00:38.642355,0.43,7.5
0:00:38.843168,0.43,7.5
0:00:39.044293,0.43,7.5
0:00:39.248282,0.43,7.5
0:00:39.450163,0.43,7.5
0:00:39.652426,0.42,7.5
0:00:39.853198,0.42,7.5
0:00:40.057025,0.42,7.5
0:00:40.259655,0.43,7.5
0:00:40.460250,0.42,7.5
0:00:40.662798,0.42,7.5
0:00:40.864896,0.43,7.5
0:00:41.065015,0.42,7.5
0:00:41.266268,0.42,7.5
0:00:41.468997,0.49,7.5
0:00:41.671122,0.43,7.5
0:00:41.872319,0.42,7.5
0:00:42.073236,0.42,7.5
0:00:42.276083,0.43,7.5
0:00:42.477168,0.43,7.5
0:00:42.680120,0.43,7.5
0:00:42.881119,0.42,7.5
0:00:43.083300,0.44,7.5
0:00:43.287349,0.48,7.5
0:00:43.488807,0.48,7.5
0:00:43.692602,0.44,7.5
0:00:43.892782,0.41,7.5
0:00:44.093841,0.41,7.5
0:00:44.296059,0.43,7.5
0:00:44.498249,0.43,7.5
0:00:44.700948,0.43,7.5
0:00:44.902125,0.42,7.5
0:00:45.104795,0.42,7.5
0:00:45.305300,0.42,7.5
0:00:45.508863,0.42,7.5
0:00:45.710758,0.42,7.5
0:00:45.911211,0.41,7.5
0:00:46.113159,0.41,7.5
0:00:46.316268,0.43,7.5
0:00:46.519221,0.42,7.5
0:00:46.719301,0.43,7.5
0:00:46.920288,0.43,7.5
0:00:47.123559,0.43,7.5
0:00:47.325834,0.43,7.5
0:00:47.531424,0.43,7.5
0:00:47.734145,0.41,7.5
0:00:47.935618,0.43,7.5
0:00:48.150828,0.42,7.5
0:00:48.352322,0.42,7.5
0:00:48.556172,0.43,7.5
0:00:48.770244,0.43,7.5
0:00:48.972417,0.43,7.5
0:00:49.173075,0.42,7.5
0:00:49.387949,0.41,7.5
0:00:49.589350,0.44,7.5
0:00:49.792309,0.44,7.5
0:00:49.992327,0.42,7.5
0:00:50.192572,0.43,7.5
0:00:50.393766,0.43,7.5
0:00:50.594413,0.42,7.5
0:00:50.798304,0.44,7.5
0:00:51.001094,0.41,7.5
0:00:51.202378,0.41,7.5
0:00:51.404352,0.44,7.5
0:00:51.605065,0.43,7.5
0:00:51.819098,0.43,7.5
0:00:52.022171,0.43,7.5
0:00:52.226288,0.43,7.5
0:00:52.442108,0.43,7.5
0:00:52.645982,0.43,7.5
0:00:52.846256,0.43,7.5
0:00:53.047518,0.43,7.5
0:00:53.250524,0.43,7.5
0:00:53.453350,0.42,7.5
0:00:53.668372,0.42,7.5
0:00:53.871007,0.34,7.5
0:00:54.073623,0.34,7.5
0:00:54.275216,0.25,7.5
0:00:54.477047,0.25,7.5
0:00:54.690575,0.33,7.5
0:00:54.893412,0.33,7.5
0:00:55.095503,0.43,7.5
0:00:55.297972,0.44,7.5
0:00:55.499226,0.44,7.5
0:00:55.701968,0.42,7.5
0:00:55.903356,0.43,7.5
0:00:56.118582,0.43,7.5
0:00:56.319234,0.43,7.5
0:00:56.523794,0.43,7.5
0:00:56.725265,0.42,7.5
0:00:56.926429,0.42,7.5
0:00:57.129994,0.42,7.5
0:00:57.333779,0.42,7.5
0:00:57.549206,0.42,7.5
0:00:57.761085,0.42,7.5
0:00:57.964595,0.43,7.5
0:00:58.180107,0.42,7.5
0:00:58.382794,0.43,7.5
0:00:58.584839,0.43,7.5
0:00:58.786954,0.42,7.5
0:00:58.989813,0.42,7.5
0:00:59.192109,0.42,7.5
0:00:59.396491,0.42,7.5
0:00:59.600419,0.42,7.5
0:00:59.805124,0.42,7.5
0:01:00.005891,0.42,7.5
0:01:00.206355,0.44,7.5
0:01:00.410945,0.42,7.5
0:01:00.611227,0.42,7.5
0:01:00.816279,0.44,7.5
0:01:01.017354,0.41,7.5
0:01:01.219985,0.41,7.5
0:01:01.434968,0.42,7.5
0:01:01.635695,0.43,7.5
0:01:01.837406,0.43,7.5
0:01:02.039108,0.43,7.5
0:01:02.241651,0.42,7.5
0:01:02.443384,0.42,7.5
0:01:02.645330,0.42,7.5
0:01:02.860926,0.42,7.5
0:01:03.064011,0.66,7.5
0:01:03.266101,0.59,7.5
0:01:03.466277,0.59,7.5
0:01:03.667584,0.6,7.5
0:01:03.867677,0.4,7.5
0:01:04.069014,0.4,7.5
0:01:04.270564,0.39,7.5
0:01:04.471726,0.39,7.5
0:01:04.676848,0.39,7.5
0:01:04.880207,0.39,7.5
0:01:05.082683,0.4,7.5
0:01:05.285798,0.39,7.5
0:01:05.487153,0.39,7.5
0:01:05.688856,0.4,7.5
0:01:05.904055,0.39,7.5
0:01:06.108686,0.4,7.5
0:01:06.310342,0.4,7.5
0:01:06.514936,0.38,7.5
0:01:06.717542,0.4,7.5
0:01:06.919294,0.39,7.5
0:01:07.121411,0.39,7.5
0:01:07.322133,0.39,7.5
0:01:07.526073,0.39,7.5
0:01:07.729284,0.39,7.5
0:01:07.931312,0.39,7.5
0:01:08.135517,0.38,7.5
0:01:08.338356,0.38,7.5
0:01:08.553297,0.38,7.5
0:01:08.755421,0.4,7.5
0:01:08.970471,0.39,7.5
0:01:09.172260,0.39,7.5
0:01:09.374759,0.4,7.5
0:01:09.577067,0.43,7.5
0:01:09.778773,0.43,7.5
0:01:09.979740,0.43,7.5
0:01:10.181441,0.42,7.5
0:01:10.384783,0.42,7.5
0:01:10.599817,0.42,7.5
0:01:10.815188,0.58,7.5
0:01:11.017624,0.6,7.5
0:01:11.218371,0.49,7.5
0:01:11.418940,0.49,7.5
0:01:11.622156,0.39,7.5
0:01:11.824050,0.4,7.5
0:01:12.025853,0.4,7.5
0:01:12.227336,0.39,7.5
0:01:12.430129,0.4,7.5
0:01:12.632108,0.41,7.5
0:01:12.832775,0.41,7.5
0:01:13.035906,0.4,7.5
0:01:13.237486,0.41,7.5
0:01:13.439404,0.41,7.5
0:01:13.653990,0.4,7.5
0:01:13.857097,0.4,7.5
0:01:14.060440,0.38,7.5
0:01:14.261009,0.38,7.5
0:01:14.463615,0.4,7.5
0:01:14.667223,0.39,7.5
0:01:14.869371,0.39,7.5
0:01:15.072158,0.4,7.5
0:01:15.275166,0.39,7.5
0:01:15.478057,0.4,7.5
0:01:15.681098,0.4,7.5
0:01:15.881706,0.39,7.5
0:01:16.085079,0.38,7.5
0:01:16.286953,0.38,7.5
0:01:16.489127,0.39,7.5
0:01:16.693932,0.39,7.5
0:01:16.909154,0.4,7.5
0:01:17.112255,0.4,7.5
0:01:17.314964,0.39,7.5
0:01:17.516357,0.4,7.5
0:01:17.719065,0.4,7.5
0:01:17.920042,0.39,7.5
0:01:18.120172,0.38,7.5
0:01:18.322007,0.39,7.5
0:01:18.524269,0.39,7.5
0:01:18.725438,0.4,7.5
0:01:18.928928,0.39,7.5
0:01:19.131096,0.39,7.5
0:01:19.332557,0.4,7.5
0:01:19.537095,0.42,7.5
0:01:19.737783,0.42,7.5
0:01:19.942262,0.63,7.5
0:01:20.142314,0.59,7.5
0:01:20.343402,0.5,7.5
0:01:20.549398,0.5,7.5
0:01:20.753833,0.4,7.5
0:01:20.956146,0.4,7.5
0:01:21.157218,0.4,7.5
0:01:21.357981,0.4,7.5
0:01:21.560677,0.4,7.5
0:01:21.764036,0.39,7.5
0:01:21.979010,0.39,7.5
0:01:22.181038,0.39,7.5
0:01:22.383565,0.4,7.5
0:01:22.587377,0.39,7.5
0:01:22.787770,0.39,7.5
0:01:22.989254,0.4,7.5
0:01:23.193535,0.39,7.5
0:01:23.409305,0.39,7.5
0:01:23.623196,0.4,7.5
0:01:23.823693,0.37,7.5
0:01:24.023986,0.4,7.5
0:01:24.239873,0.4,7.5
0:01:24.443357,0.39,7.5
0:01:24.646316,0.4,7.5
0:01:24.849966,0.4,7.5
0:01:25.051164,0.39,7.5
0:01:25.265092,0.4,7.5
0:01:25.467987,0.39,7.5
0:01:25.669599,0.39,7.5
0:01:25.870340,0.38,7.5
0:01:26.072076,0.39,7.5
0:01:26.275370,0.39,7.5
0:01:26.490806,0.4,7.5
0:01:26.693924,0.39,7.5
0:01:26.894328,0.4,7.5
0:01:27.099004,0.4,7.5
0:01:27.300954,0.39,7.5
0:01:27.501965,0.39,7.5
0:01:27.705766,0.39,7.5
0:01:27.906755,0.38,7.5
0:01:28.121706,0.39,7.5
0:01:28.325410,0.39,7.5
0:01:28.526198,0.39,7.5
0:01:28.727222,0.39,7.5
0:01:28.928713,0.39,7.5
0:01:29.132059,0.39,7.5
0:01:29.333787,0.43,7.5
0:01:29.536603,0.43,7.5
0:01:29.751428,0.43,7.5
0:01:29.954046,0.43,7.5
0:01:30.157061,0.43,7.5
0:01:30.358600,0.42,7.5
0:01:30.559225,0.42,7.5
0:01:30.761705,0.43,7.5
0:01:30.962311,0.43,7.5
0:01:31.176271,0.43,7.5
0:01:31.378999,0.43,7.5
0:01:31.580928,0.42,7.5
0:01:31.782364,0.43,7.5
0:01:31.983934,0.43,7.5
0:01:32.184229,0.43,7.5
0:01:32.386097,0.42,7.5
0:01:32.587038,0.43,7.5
0:01:32.792314,0.43,7.5
0:01:32.993380,0.44,7.5
0:01:33.195701,0.43,7.5
0:01:33.397388,0.43,7.5
0:01:33.599908,0.44,7.5
0:01:33.802259,0.43,7.5
0:01:34.002761,0.44,7.5
0:01:34.204830,0.44,7.5
0:01:34.405997,0.41,7.5
0:01:34.610478,0.43,7.5
0:01:34.812051,0.43,7.5
0:01:35.013359,0.42,7.5
0:01:35.216116,0.43,7.5
0:01:35.417513,0.42,7.5
0:01:35.618048,0.42,7.5
0:01:35.818730,0.43,7.5
0:01:36.021284,0.42,7.5
0:01:36.223979,0.42,7.5
0:01:36.437532,0.42,7.5
0:01:36.638502,0.43,7.5
0:01:36.839234,0.42,7.5
0:01:37.042669,0.42,7.5
0:01:37.245012,0.43,7.5
0:01:37.460213,0.43,7.5
0:01:37.660458,0.43,7.5
0:01:37.862620,0.43,7.5
0:01:38.064091,0.41,7.5
0:01:38.265534,0.42,7.5
0:01:38.467981,0.42,7.5
0:01:38.669600,0.42,7.5
0:01:38.871997,0.44,7.5
0:01:39.073143,0.44,7.5
0:01:39.288368,0.42,7.5
0:01:39.502298,0.43,7.5
0:01:39.704544,0.41,7.5
0:01:39.906297,0.41,7.5
0:01:40.107443,0.42,7.5
0:01:40.309171,0.43,7.5
0:01:40.524142,0.43,7.5
0:01:40.725273,0.43,7.5
0:01:40.926753,0.42,7.5
0:01:41.127959,0.42,7.5
0:01:41.330010,0.42,7.5
0:01:41.531725,0.43,7.5
0:01:41.734100,0.42,7.5
0:01:41.936032,0.42,7.5
0:01:42.138781,0.42,7.5
0:01:42.339631,0.42,7.5
0:01:42.554961,0.43,7.5
0:01:42.757095,0.43,7.5
0:01:42.959978,0.42,7.5
0:01:43.164849,0.43,7.5
0:01:43.366109,0.43,7.5
0:01:43.567538,0.43,7.5
0:01:43.769290,0.42,7.5
0:01:43.970834,0.43,7.5
0:01:44.171991,0.43,7.5
0:01:44.387610,0.42,7.5
0:01:44.588056,0.43,7.5
0:01:44.788848,0.43,7.5
0:01:44.990085,0.43,7.5
0:01:45.192318,0.43,7.5
0:01:45.393024,0.42,7.5
0:01:45.594062,0.42,7.5
0:01:45.796832,0.42,7.5
0:01:45.997407,0.42,7.5
0:01:46.201096,0.42,7.5
0:01:46.402987,0.42,7.5
0:01:46.605053,0.43,7.5
0:01:46.807173,0.41,7.5
0:01:47.009125,0.41,7.5
0:01:47.209806,0.43,7.5
0:01:47.424466,0.42,7.5
0:01:47.627994,0.42,7.5
0:01:47.828973,0.43,7.5
0:01:48.029784,0.41,7.5
0:01:48.232472,0.43,7.5
0:01:48.435204,0.43,7.5
0:01:48.635490,0.43,7.5
0:01:48.849838,0.43,7.5
0:01:49.051920,0.43,7.5
0:01:49.253318,0.25,7.5
0:01:49.456202,0.25,7.5
0:01:49.671048,0.25,7.5
0:01:49.872300,0.25,7.5
0:01:50.074774,0.25,7.5
0:01:50.278165,0.25,7.5
0:01:50.480423,0.25,7.5
0:01:50.682323,0.25,7.5
0:01:50.884761,0.25,7.5
0:01:51.087658,0.25,7.5
0:01:51.290306,0.25,7.5
0:01:51.492712,0.25,7.5
0:01:51.695343,0.25,7.5
0:01:51.897647,0.25,7.5
0:01:52.097973,0.25,7.5
0:01:52.300309,0.25,7.5
0:01:52.501829,0.25,7.5
0:01:52.704339,0.25,7.5
0:01:52.919744,0.25,7.5
0:01:53.124830,0.25,7.5
0:01:53.324903,0.25,7.5
0:01:53.526106,0.25,7.5
0:01:53.726995,0.25,7.5
0:01:53.932109,0.25,7.5
0:01:54.135262,0.25,7.5
0:01:54.350823,0.25,7.5
0:01:54.552235,0.25,7.5
0:01:54.755527,0.25,7.5
0:01:54.957157,0.25,7.5
0:01:55.158997,0.25,7.5
0:01:55.361312,0.25,7.5
0:01:55.563961,0.25,7.5
0:01:55.766906,0.25,7.5
0:01:55.967824,0.25,7.5
0:01:56.169868,0.25,7.5
0:01:56.372116,0.25,7.5
0:01:56.573210,0.25,7.5
0:01:56.775592,0.25,7.5
0:01:56.979919,0.25,7.5
0:01:57.182086,0.25,7.5
0:01:57.382953,0.25,7.5
0:01:57.585002,0.25,7.5
0:01:57.785065,0.25,7.5
0:01:57.987787,0.25,7.5
0:01:58.189791,0.25,7.5
0:01:58.394999,0.25,7.5
0:01:58.598216,0.25,7.5
0:01:58.799208,0.25,7.5
0:01:59.001633,0.25,7.5
0:01:59.203802,0.25,7.5
0:01:59.406348,0.25,7.5
0:01:59.608341,0.25,7.5
0:01:59.811810,0.25,7.5
0:02:00.015379,0.25,7.5
0:02:00.217452,0.25,7.5
0:02:00.422901,0.25,7.5
0:02:00.635940,0.25,7.5
0:02:00.839853,0.25,7.5
0:02:01.042322,0.25,7.5
0:02:01.257479,0.33,7.5
0:02:01.460425,0.43,7.5
0:02:01.674823,0.44,7.5
0:02:01.877288,0.44,7.5
0:02:02.077988,0.43,7.5
0:02:02.280026,0.42,7.5
0:02:02.481298,0.42,7.5
0:02:02.682231,0.42,7.5
0:02:02.882804,0.43,7.5
0:02:03.083417,0.41,7.5
0:02:03.289193,0.41,7.5
0:02:03.491001,0.43,7.5
0:02:03.705964,0.41,7.5
0:02:03.910639,0.43,7.5
0:02:04.112094,0.43,7.5
0:02:04.315130,0.42,7.5
0:02:04.517244,0.43,7.5
0:02:04.719786,0.43,7.5
0:02:04.921126,0.42,7.5
0:02:05.135399,0.42,7.5
0:02:05.335414,0.43,7.5
0:02:05.537664,0.43,7.5
0:02:05.738926,0.42,7.5
0:02:05.940075,0.42,7.5
0:02:06.143078,0.42,7.5
0:02:06.345042,0.42,7.5
0:02:06.546377,0.42,7.5
0:02:06.750416,0.43,7.5
0:02:06.951117,0.43,7.5
0:02:07.151894,0.43,7.5
0:02:07.353971,0.43,7.5
0:02:07.555344,0.43,7.5
0:02:07.757987,0.42,7.5
0:02:07.958922,0.41,7.5
0:02:08.161409,0.41,7.5
0:02:08.364135,0.44,7.5
0:02:08.567033,0.42,7.5
0:02:08.768704,0.42,7.5
0:02:08.983983,0.42,7.5
0:02:09.185028,0.41,7.5
0:02:09.389041,0.43,7.5
0:02:09.591313,0.41,7.5
0:02:09.791655,0.41,7.5
0:02:09.995519,0.42,7.5
0:02:10.195924,0.41,7.5
0:02:10.398049,0.41,7.5
0:02:10.600982,0.42,7.5
0:02:10.803254,0.42,7.5
0:02:11.006156,0.42,7.5
0:02:11.210208,0.43,7.5
0:02:11.425291,0.43,7.5
0:02:11.625968,0.42,7.5
0:02:11.827050,0.42,7.5
0:02:12.027885,0.42,7.5
0:02:12.231601,0.43,7.5
0:02:12.433600,0.43,7.5
0:02:12.635056,0.43,7.5
0:02:12.838999,0.42,7.5
0:02:13.040101,0.43,7.5
0:02:13.243568,0.43,7.5
0:02:13.444786,0.41,7.5
0:02:13.646513,0.43,7.5
0:02:13.849143,0.43,7.5
0:02:14.050168,0.42,7.5
0:02:14.253972,0.43,7.5
0:02:14.455728,0.41,7.5
0:02:14.659162,0.41,7.5
0:02:14.861550,0.43,7.5
0:02:15.063509,0.42,7.5
0:02:15.267094,0.42,7.5
0:02:15.467418,0.43,7.5
0:02:15.669061,0.42,7.5
0:02:15.871145,0.42,7.5
0:02:16.075731,0.42,7.5
0:02:16.279732,0.43,7.5
0:02:16.484748,0.42,7.5
0:02:16.688938,0.42,7.5
0:02:16.897140,0.42,7.5
0:02:17.100667,0.43,7.5
0:02:17.306661,0.43,7.5
0:02:17.509442,0.43,7.5
0:02:17.717432,0.44,7.5
0:02:17.925490,0.41,7.5
0:02:18.133449,0.41,7.5
0:02:18.340544,0.43,7.5
0:02:18.544449,0.42,7.5
0:02:18.752613,0.42,7.5
0:02:18.958028,0.42,7.5
0:02:19.161233,0.42,7.5
0:02:19.365053,0.41,7.5
0:02:19.567171,0.42,7.5
0:02:19.767845,0.42,7.5
0:02:19.970697,0.41,7.5
0:02:20.174929,0.42,7.5
0:02:20.376137,0.42,7.5
0:02:20.578038,0.42,7.5
0:02:20.779000,0.43,7.5
0:02:20.981892,0.43,7.5
0:02:21.183411,0.42,7.5
0:02:21.384983,0.27,7.5
0:02:21.589561,0.25,7.5
0:02:21.790791,0.25,7.5
0:02:21.994545,0.25,7.5
0:02:22.196390,0.25,7.5
0:02:22.399285,0.25,7.5
0:02:22.600149,0.25,7.5
0:02:22.802108,0.25,7.5
0:02:23.003498,0.25,7.5
0:02:23.206747,0.25,7.5
0:02:23.408589,0.25,7.5
0:02:23.609410,0.25,7.5
0:02:23.811223,0.25,7.5
0:02:24.015030,0.25,7.5
0:02:24.219197,0.25,7.5
0:02:24.433608,0.25,7.5
0:02:24.635385,0.25,7.5
0:02:24.835396,0.25,7.5
0:02:25.038957,0.25,7.5
0:02:25.240381,0.25,7.5
0:02:25.442543,0.25,7.5
0:02:25.643276,0.25,7.5
0:02:25.844922,0.25,7.5
0:02:26.047322,0.25,7.5
0:02:26.250434,0.25,7.5
0:02:26.451647,0.25,7.5
0:02:26.654926,0.25,7.5
0:02:26.854970,0.25,7.5
0:02:27.055063,0.25,7.5
0:02:27.256981,0.25,7.5
0:02:27.459565,0.25,7.5
0:02:27.661161,0.25,7.5
0:02:27.865812,0.25,7.5
0:02:28.068804,0.25,7.5
0:02:28.271924,0.25,7.5
0:02:28.473846,0.25,7.5
0:02:28.679059,0.43,7.5
0:02:28.894313,0.43,7.5
0:02:29.098073,0.42,7.5
0:02:29.300681,0.43,7.5
0:02:29.515251,0.43,7.5
0:02:29.717539,0.7,7.5
0:02:29.919130,0.58,7.5
0:02:30.120955,0.61,7.5
0:02:30.323038,0.61,7.5
0:02:30.525186,0.46,7.5
0:02:30.728142,0.4,7.5
0:02:30.929084,0.4,7.5
0:02:31.130458,0.4,7.5
0:02:31.332277,0.4,7.5
0:02:31.535193,0.39,7.5
0:02:31.738220,0.39,7.5
0:02:31.938760,0.4,7.5
0:02:32.141375,0.39,7.5
0:02:32.356454,0.39,7.5
0:02:32.557110,0.4,7.5
0:02:32.759432,0.39,7.5
0:02:32.959795,0.4,7.5
0:02:33.161085,0.4,7.5
0:02:33.363284,0.39,7.5
0:02:33.567118,0.39,7.5
0:02:33.767835,0.39,7.5
0:02:33.970362,0.39,7.5
0:02:34.171010,0.39,7.5
0:02:34.371590,0.39,7.5
0:02:34.573208,0.39,7.5
0:02:34.773478,0.38,7.5
0:02:34.977380,0.39,7.5
0:02:35.177603,0.39,7.5
0:02:35.380227,0.39,7.5
0:02:35.580998,0.39,7.5
0:02:35.781226,0.39,7.5
0:02:35.984442,0.39,7.5
0:02:36.188930,0.39,7.5
0:02:36.390297,0.38,7.5
0:02:36.593065,0.38,7.5
0:02:36.807636,0.39,7.5
0:02:37.011141,0.39,7.5
0:02:37.223776,0.4,7.5
0:02:37.431142,0.4,7.5
0:02:37.631793,0.39,7.5
0:02:37.832983,0.4,7.5
0:02:38.046590,0.4,7.5
0:02:38.249837,0.39,7.5
0:02:38.452164,0.39,7.5
0:02:38.655006,0.38,7.5
0:02:38.857904,0.38,7.5
0:02:39.060728,0.39,7.5
0:02:39.262972,0.39,7.5
0:02:39.465602,0.39,7.5
0:02:39.667423,0.39,7.5
0:02:39.868093,0.44,7.5
0:02:40.071122,0.43,7.5
0:02:40.272251,0.43,7.5
0:02:40.473816,0.65,7.5
0:02:40.675530,0.58,7.5
0:02:40.877959,0.58,7.5
0:02:41.078998,0.6,7.5
0:02:41.279699,0.4,7.5
0:02:41.481629,0.4,7.5
0:02:41.684981,0.41,7.5
0:02:41.885225,0.4,7.5
0:02:42.088085,0.39,7.5
0:02:42.289700,0.39,7.5
0:02:42.492108,0.39,7.5
0:02:42.693928,0.4,7.5
0:02:42.897725,0.4,7.5
0:02:43.098420,0.39,7.5
0:02:43.298568,0.4,7.5
0:02:43.500920,0.39,7.5
0:02:43.704033,0.39,7.5
0:02:43.918091,0.4,7.5
0:02:44.118434,0.38,7.5
0:02:44.318494,0.38,7.5
0:02:44.521152,0.4,7.5
0:02:44.723332,0.39,7.5
0:02:44.925942,0.4,7.5
0:02:45.127612,0.4,7.5
0:02:45.328506,0.39,7.5
0:02:45.530361,0.4,7.5
0:02:45.732946,0.4,7.5
0:02:45.933886,0.39,7.5
0:02:46.134870,0.39,7.5
0:02:46.337929,0.39,7.5
0:02:46.540976,0.39,7.5
