Time (s),CH1 Current (A),CH1 Voltage (V)
0:01:15.169680,0.38,7.5
0:01:15.380324,0.38,7.5
0:01:15.585267,0.38,7.5
0:01:15.786445,0.38,7.5
0:01:15.988923,0.38,7.5
0:01:16.204107,0.38,7.5
0:01:16.405619,0.38,7.5
0:01:16.606619,0.37,7.5
0:01:16.810100,0.37,7.5
0:01:17.012027,0.37,7.5
0:01:17.212065,0.37,7.5
0:01:17.415483,0.37,7.5
0:01:17.617450,0.38,7.5
0:01:17.818444,0.38,7.5
0:01:18.021066,0.38,7.5
0:01:18.221380,0.38,7.5
0:01:18.424450,0.38,7.5
0:01:18.626300,0.38,7.5
0:01:18.828465,0.38,7.5
0:01:19.028659,0.38,7.5
0:01:19.244093,0.38,7.5
0:01:19.447364,0.38,7.5
0:01:19.647599,0.38,7.5
0:01:19.848926,0.38,7.5
0:01:20.051927,0.38,7.5
0:01:20.254968,0.38,7.5
0:01:20.455874,0.38,7.5
0:01:20.656446,0.38,7.5
0:01:20.870911,0.38,7.5
0:01:21.073920,0.38,7.5
0:01:21.274561,0.38,7.5
0:01:21.475244,0.41,7.5
0:01:21.676922,0.41,7.5
0:01:21.877460,0.41,7.5
0:01:22.092974,0.63,7.5
0:01:22.296040,0.61,7.5
0:01:22.496829,0.61,7.5
0:01:22.697326,0.61,7.5
0:01:22.898569,0.46,7.5
0:01:23.101345,0.46,7.5
0:01:23.304345,0.38,7.5
0:01:23.506255,0.38,7.5
0:01:23.707837,0.38,7.5
0:01:23.922490,0.38,7.5
0:01:24.124024,0.38,7.5
0:01:24.325193,0.38,7.5
0:01:24.526183,0.38,7.5
0:01:24.727703,0.38,7.5
0:01:24.931054,0.38,7.5
0:01:25.133662,0.38,7.5
0:01:25.334549,0.38,7.5
0:01:25.540070,0.38,7.5
0:01:25.755048,0.38,7.5
0:01:25.956449,0.38,7.5
0:01:26.158721,0.38,7.5
0:01:26.360399,0.38,7.5
0:01:26.563622,0.38,7.5
0:01:26.777416,0.38,7.5
0:01:26.993487,0.38,7.5
0:01:27.195188,0.38,7.5
0:01:27.395941,0.38,7.5
0:01:27.597950,0.38,7.5
0:01:27.799959,0.38,7.5
0:01:28.002194,0.38,7.5
0:01:28.203682,0.38,7.5
0:01:28.406435,0.38,7.5
0:01:28.608848,0.38,7.5
0:01:28.809160,0.38,7.5
0:01:29.009935,0.38,7.5
0:01:29.212394,0.38,7.5
0:01:29.413963,0.38,7.5
0:01:29.614983,0.38,7.5
0:01:29.818332,0.38,7.5
0:01:30.022358,0.38,7.5
0:01:30.224881,0.38,7.5
0:01:30.426255,0.38,7.5
0:01:30.629008,0.38,7.5
0:01:30.831641,0.38,7.5
0:01:31.033004,0.38,7.5
0:01:31.234162,0.38,7.5
0:01:31.435211,0.38,7.5
0:01:31.636172,0.38,7.5
0:01:31.838971,0.37,7.5
0:01:32.041633,0.37,7.5
0:01:32.247633,0.37,7.5
0:01:32.448212,0.37,7.5
0:01:32.663628,0.37,7.5
0:01:32.866250,0.37,7.5
0:01:33.067551,0.37,7.5
0:01:33.269348,0.37,7.5
0:01:33.470031,0.37,7.5
0:01:33.671894,0.41,7.5
0:01:33.874931,0.41,7.5
0:01:34.075044,0.42,7.5
0:01:34.277620,0.42,7.5
0:01:34.478605,0.42,7.5
0:01:34.680948,0.41,7.5
0:01:34.881879,0.41,7.5
0:01:35.083063,0.41,7.5
0:01:35.285773,0.41,7.5
0:01:35.486495,0.4,7.5
0:01:35.701325,0.4,7.5
0:01:35.902936,0.4,7.5
0:01:36.103587,0.41,7.5
0:01:36.318982,0.41,7.5
0:01:36.522165,0.41,7.5
0:01:36.724166,0.41,7.5
0:01:36.938978,0.41,7.5
0:01:37.141040,0.41,7.5
0:01:37.343516,0.41,7.5
0:01:37.544568,0.41,7.5
0:01:37.747113,0.4,7.5
0:01:37.947386,0.42,7.5
0:01:38.152490,0.42,7.5
0:01:38.353837,0.42,7.5
0:01:38.555072,0.42,7.5
0:01:38.759890,0.42,7.5
0:01:38.961096,0.42,7.5
0:01:39.163071,0.42,7.5
0:01:39.365171,0.42,7.5
0:01:39.567389,0.42,7.5
0:01:39.769723,0.42,7.5
0:01:39.971637,0.42,7.5
0:01:40.172056,0.42,7.5
0:01:40.373732,0.41,7.5
0:01:40.574456,0.4,7.5
0:01:40.776540,0.4,7.5
0:01:40.977143,0.41,7.5
0:01:41.181256,0.41,7.5
0:01:41.384740,0.41,7.5
0:01:41.585680,0.41,7.5
0:01:41.788513,0.41,7.5
0:01:41.990251,0.4,7.5
0:01:42.191866,0.4,7.5
0:01:42.394438,0.4,7.5
0:01:42.596958,0.4,7.5
0:01:42.800241,0.41,7.5
0:01:43.001582,0.41,7.5
0:01:43.205126,0.41,7.5
0:01:43.408134,0.41,7.5
0:01:43.611496,0.41,7.5
0:01:43.812832,0.41,7.5
0:01:44.014480,0.42,7.5
0:01:44.229292,0.41,7.5
0:01:44.430618,0.41,7.5
0:01:44.634012,0.41,7.5
0:01:44.849197,0.41,7.5
0:01:45.051306,0.41,7.5
0:01:45.254605,0.41,7.5
0:01:45.469015,0.41,7.5
0:01:45.675261,0.41,7.5
0:01:45.876950,0.41,7.5
0:01:46.078747,0.41,7.5
0:01:46.294147,0.41,7.5
0:01:46.508902,0.4,7.5
0:01:46.712420,0.4,7.5
0:01:46.914046,0.4,7.5
0:01:47.116145,0.4,7.5
0:01:47.317881,0.4,7.5
0:01:47.520533,0.4,7.5
0:01:47.722380,0.4,7.5
0:01:47.925179,0.41,7.5
0:01:48.126271,0.41,7.5
0:01:48.328404,0.4,7.5
0:01:48.531129,0.4,7.5
0:01:48.746284,0.4,7.5
0:01:48.948150,0.41,7.5
0:01:49.149209,0.41,7.5
0:01:49.351934,0.41,7.5
0:01:49.552003,0.41,7.5
0:01:49.752524,0.39,7.5
0:01:49.953280,0.41,7.5
0:01:50.154287,0.41,7.5
0:01:50.354637,0.41,7.5
0:01:50.555988,0.41,7.5
0:01:50.757872,0.41,7.5
0:01:50.958091,0.41,7.5
0:01:51.159820,0.39,7.5
0:01:51.360858,0.4,7.5
0:01:51.562022,0.4,7.5
0:01:51.763167,0.41,7.5
0:01:51.963452,0.41,7.5
0:01:52.163907,0.41,7.5
0:01:52.364919,0.41,7.5
0:01:52.568025,0.4,7.5
0:01:52.768123,0.4,7.5
0:01:52.968612,0.4,7.5
0:01:53.170394,0.4,7.5
0:01:53.385768,0.4,7.5
0:01:53.588156,0.4,7.5
0:01:53.790789,0.24,7.5
0:01:53.991228,0.24,7.5
0:01:54.193195,0.24,7.5
0:01:54.394795,0.24,7.5
0:01:54.597802,0.24,7.5
0:01:54.802627,0.23,7.5
0:01:55.003387,0.23,7.5
0:01:55.205124,0.23,7.5
0:01:55.419617,0.23,7.5
0:01:55.622515,0.23,7.5
0:01:55.822622,0.23,7.5
0:01:56.023114,0.23,7.5
0:01:56.224549,0.23,7.5
0:01:56.439961,0.23,7.5
0:01:56.642187,0.23,7.5
0:01:56.843211,0.23,7.5
0:01:57.046162,0.23,7.5
0:01:57.248466,0.23,7.5
0:01:57.448694,0.23,7.5
0:01:57.649625,0.23,7.5
0:01:57.850793,0.23,7.5
0:01:58.052291,0.23,7.5
0:01:58.267812,0.23,7.5
0:01:58.481347,0.23,7.5
0:01:58.682344,0.23,7.5
0:01:58.884847,0.23,7.5
0:01:59.088940,0.23,7.5
0:01:59.289247,0.23,7.5
0:01:59.504122,0.23,7.5
0:01:59.704777,0.23,7.5
0:01:59.905054,0.23,7.5
0:02:00.105678,0.23,7.5
0:02:00.306602,0.23,7.5
0:02:00.508235,0.23,7.5
0:02:00.711029,0.23,7.5
0:02:00.911311,0.23,7.5
0:02:01.114969,0.23,7.5
0:02:01.317690,0.31,7.5
0:02:01.532759,0.31,7.5
0:02:01.747663,0.46,7.5
0:02:01.963110,0.41,7.5
0:02:02.164800,0.41,7.5
0:02:02.369405,0.41,7.5
0:02:02.570353,0.41,7.5
0:02:02.770617,0.41,7.5
0:02:02.972493,0.41,7.5
0:02:03.175275,0.41,7.5
0:02:03.378562,0.41,7.5
0:02:03.581479,0.41,7.5
0:02:03.783590,0.48,7.5
0:02:03.984085,0.41,7.5
0:02:04.185933,0.42,7.5
0:02:04.391270,0.42,7.5
0:02:04.594538,0.42,7.5
0:02:04.795545,0.4,7.5
0:02:05.009697,0.41,7.5
0:02:05.212027,0.41,7.5
0:02:05.413287,0.41,7.5
0:02:05.615318,0.43,7.5
0:02:05.817028,0.43,7.5
0:02:06.018261,0.4,7.5
0:02:06.220200,0.4,7.5
0:02:06.421732,0.4,7.5
0:02:06.624743,0.4,7.5
0:02:06.826174,0.42,7.5
0:02:07.028361,0.4,7.5
0:02:07.231328,0.4,7.5
0:02:07.433135,0.4,7.5
0:02:07.648769,0.47,7.5
0:02:07.848834,0.47,7.5
0:02:08.054632,0.4,7.5
0:02:08.256797,0.41,7.5
0:02:08.457881,0.41,7.5
0:02:08.672756,0.41,7.5
0:02:08.888346,0.41,7.5
0:02:09.088770,0.41,7.5
0:02:09.290111,0.41,7.5
0:02:09.491848,0.41,7.5
0:02:09.693684,0.42,7.5
0:02:09.908417,0.4,7.5
0:02:10.109556,0.4,7.5
0:02:10.312491,0.39,7.5
0:02:10.513314,0.39,7.5
0:02:10.713923,0.41,7.5
0:02:10.915710,0.41,7.5
0:02:11.116038,0.4,7.5
0:02:11.316700,0.4,7.5
0:02:11.520377,0.4,7.5
0:02:11.722152,0.46,7.5
0:02:11.924471,0.4,7.5
0:02:12.125261,0.4,7.5
0:02:12.327901,0.4,7.5
0:02:12.529908,0.4,7.5
0:02:12.731542,0.41,7.5
0:02:12.934873,0.41,7.5
0:02:13.149886,0.42,7.5
0:02:13.350512,0.42,7.5
0:02:13.554586,0.45,7.5
0:02:13.755577,0.45,7.5
0:02:13.959899,0.42,7.5
0:02:14.161297,0.42,7.5
0:02:14.365797,0.42,7.5
0:02:14.566158,0.42,7.5
0:02:14.768852,0.4,7.5
0:02:14.969030,0.4,7.5
0:02:15.170578,0.4,7.5
0:02:15.373242,0.4,7.5
0:02:15.575037,0.4,7.5
0:02:15.778215,0.4,7.5
0:02:15.978776,0.41,7.5
0:02:16.180238,0.41,7.5
0:02:16.395721,0.41,7.5
0:02:16.596783,0.4,7.5
0:02:16.800687,0.4,7.5
0:02:17.002881,0.4,7.5
0:02:17.202951,0.4,7.5
0:02:17.403820,0.4,7.5
0:02:17.604020,0.45,7.5
0:02:17.818645,0.45,7.5
0:02:18.019162,0.41,7.5
0:02:18.220512,0.41,7.5
0:02:18.435196,0.41,7.5
0:02:18.636081,0.41,7.5
0:02:18.837442,0.4,7.5
0:02:19.038908,0.41,7.5
0:02:19.240789,0.41,7.5
0:02:19.453336,0.41,7.5
0:02:19.660077,0.41,7.5
0:02:19.861208,0.41,7.5
0:02:20.061951,0.41,7.5
0:02:20.262773,0.41,7.5
0:02:20.463216,0.41,7.5
0:02:20.664193,0.41,7.5
0:02:20.866293,0.41,7.5
0:02:21.068768,0.41,7.5
0:02:21.270034,0.41,7.5
0:02:21.473455,0.41,7.5
0:02:21.674630,0.24,7.5
0:02:21.876064,0.24,7.5
0:02:22.076934,0.24,7.5
0:02:22.292797,0.24,7.5
0:02:22.495919,0.24,7.5
0:02:22.697219,0.23,7.5
0:02:22.898785,0.23,7.5
0:02:23.100792,0.23,7.5
0:02:23.315075,0.23,7.5
0:02:23.519790,0.23,7.5
0:02:23.721917,0.23,7.5
0:02:23.925529,0.23,7.5
0:02:24.129590,0.23,7.5
0:02:24.330366,0.23,7.5
0:02:24.544753,0.23,7.5
0:02:24.746472,0.23,7.5
0:02:24.948721,0.23,7.5
0:02:25.150845,0.23,7.5
0:02:25.352050,0.23,7.5
0:02:25.554209,0.23,7.5
0:02:25.757279,0.23,7.5
0:02:25.968768,0.23,7.5
0:02:26.171837,0.23,7.5
0:02:26.387099,0.23,7.5
0:02:26.602489,0.23,7.5
0:02:26.802685,0.23,7.5
0:02:27.005034,0.23,7.5
0:02:27.205271,0.23,7.5
0:02:27.418979,0.23,7.5
0:02:27.619208,0.23,7.5
0:02:27.822872,0.23,7.5
0:02:28.023958,0.23,7.5
0:02:28.225773,0.23,7.5
0:02:28.427976,0.23,7.5
0:02:28.641925,0.23,7.5
0:02:28.845223,0.23,7.5
0:02:29.046182,0.23,7.5
0:02:29.261386,0.23,7.5
0:02:29.462933,0.23,7.5
0:02:29.678266,0.23,7.5
0:02:29.879980,0.23,7.5
0:02:30.082089,0.23,7.5
0:02:30.284097,0.23,7.5
0:02:30.487067,0.23,7.5
0:02:30.689225,0.23,7.5
0:02:30.903963,0.23,7.5
0:02:31.105862,0.23,7.5
0:02:31.308272,0.23,7.5
0:02:31.511454,0.31,7.5
0:02:31.712262,0.31,7.5
0:02:31.912927,0.4,7.5
0:02:32.114871,0.4,7.5
0:02:32.317857,0.4,7.5
0:02:32.519795,0.61,7.5
0:02:32.722344,0.56,7.5
0:02:32.922811,0.56,7.5
0:02:33.124596,0.61,7.5
0:02:33.324686,0.61,7.5
0:02:33.527427,0.48,7.5
0:02:33.729802,0.48,7.5
0:02:33.945264,0.39,7.5
0:02:34.145951,0.39,7.5
0:02:34.348519,0.39,7.5
0:02:34.550666,0.39,7.5
0:02:34.754672,0.39,7.5
0:02:34.959232,0.38,7.5
0:02:35.175193,0.38,7.5
0:02:35.377231,0.38,7.5
0:02:35.578958,0.38,7.5
0:02:35.780142,0.38,7.5
0:02:35.981756,0.38,7.5
0:02:36.182774,0.38,7.5
0:02:36.384506,0.38,7.5
0:02:36.586101,0.38,7.5
0:02:36.787991,0.38,7.5
0:02:36.989997,0.38,7.5
0:02:37.192923,0.38,7.5
0:02:37.394462,0.38,7.5
0:02:37.596180,0.38,7.5
0:02:37.798984,0.37,7.5
0:02:38.000772,0.37,7.5
0:02:38.205163,0.37,7.5
0:02:38.407408,0.37,7.5
0:02:38.608888,0.37,7.5
0:02:38.810348,0.37,7.5
0:02:39.025496,0.37,7.5
0:02:39.231473,0.37,7.5
0:02:39.433560,0.37,7.5
0:02:39.635138,0.37,7.5
0:02:39.835466,0.37,7.5
0:02:40.036872,0.37,7.5
0:02:40.238279,0.37,7.5
0:02:40.439985,0.37,7.5
0:02:40.641538,0.37,7.5
0:02:40.841981,0.37,7.5
0:02:41.044591,0.37,7.5
0:02:41.246143,0.37,7.5
0:02:41.462061,0.37,7.5
0:02:41.665830,0.45,7.5
0:02:41.881495,0.4,7.5
0:02:42.082825,0.64,7.5
0:02:42.284947,0.64,7.5
0:02:42.498775,0.58,7.5
0:02:42.700873,0.6,7.5
0:02:42.915775,0.58,7.5
0:02:43.120186,0.58,7.5
0:02:43.322057,0.48,7.5
0:02:43.523265,0.39,7.5
0:02:43.729202,0.39,7.5
0:02:43.932890,0.39,7.5
0:02:44.133928,0.39,7.5
0:02:44.334944,0.39,7.5
0:02:44.537440,0.39,7.5
0:02:44.739943,0.38,7.5
0:02:44.940924,0.38,7.5
0:02:45.141968,0.38,7.5
0:02:45.342272,0.38,7.5
0:02:45.543194,0.38,7.5
0:02:45.745141,0.38,7.5
0:02:45.947147,0.38,7.5
0:02:46.149403,0.38,7.5
0:02:46.350197,0.38,7.5
0:02:46.553473,0.38,7.5
0:02:46.767920,0.38,7.5
